Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;CUE;subcue;Número;Anexo;Número_Anexo;Escuela;Departamento;Localidad;zona;AMBITO;Regional
Primario;Primario;Pública;39 - Primario;356;5000279;00;1430;0;1430-0;CAP. DE FRAGATA CARLOS A. NEGRI;LUJÁN DE CUYO;POTRERILLOS;110%;Rural;CENTRO
Primario;Primario;Pública;18 - Primario;357;5000337;0;1431;0;1431-0;CLOTILDE LANNE DE CIBERT;TUNUYÁN;LOS ARBOLES;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;27 - Primario;358;5000397;0;1432;0;1432-0;PRESBÍTERO PEDRO PASCUAL OLGUIN;RIVADAVIA;CAMPAMENTOS;110%;Rural;ESTE
Primario;Primario;Pública;36 - Primario;359;5001208;00;1433;0;1433-0;CRUZ ROJA ARGENTINA;GRAL. ALVEAR;BOWEN;80%;Rural;SUR
Primario;Primario;Pública;47 - Primario;360;5000968;00;1434;0;1434-0;PRESIDENTE YRIGOYEN;TUNUYÁN;CAMPO DE LOS ANDES;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;20 - Primario;362;5001026;0;1437;0;1437-0;EMILIA HERRERA DE TORO;TUPUNGATO;TUPUNGATO;80%;Urbano;CENTRO-SUR
Primario;Primario;Pública;37 - Primario;363;5001250;00;1438;0;1438-0;CAPITÁN JOSÉ LEON LEMOS;MALARGÜE;MALARGÜE;80%;Urbano;SUR
Primario;Primario;Pública;56 - Primario;364;5000987;0;1439;0;1439-0;CAP.FRAGATA CARLOS M.MOYANO;TUPUNGATO;EL ZAMPAL;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;34 - Primario;365;5000463;00;1440;0;1440-0;FUERTE SAN RAFAEL;SAN RAFAEL;REAL DEL PADRE;80%;Rural;SUR
Primario;Primario;Pública;27 - Primario;366;5000302;0;1441;0;1441-0;CLOTILDE DEL VALLE DE UBEDA;RIVADAVIA;RIVADAVIA;80%;Urbano marginal;ESTE
Primario;Primario;Pública;32 - Primario;367;5000693;00;1442;0;1442-0;COLÓNIZADOR VICENTE LÓPEZ;SAN RAFAEL;GOUDGE;110%;Rural;SUR
Primario;Primario;Pública;33 - Primario;368;5000654;00;1444;0;1444-0;TEODORO SCHESTAKOW;SAN RAFAEL;CUADRO NACIONAL;110%;Rural;SUR
Primario;Primario;Pública;24 - Primario;369;5000555;0;1445;0;1445-0;JOSÉ VIDELA CASTILLO;SAN MARTÍN;EL RAMBLON;80%;Rural;ESTE
Primario;Primario;Pública;14 - Primario;370;5000323;0;1446;0;1446-0;CUSTODIA ZULOAGA;MAIPÚ;SAN ROQUE;110%;Rural;CENTRO
Primario;Primario;Pública;52 - Primario;371;5000126;00;1447;0;1447-0;PEDRO JULIAN BOMBAL;SAN RAFAEL;EL CERRITO;80%;Rural;SUR
Primario;Primario;Pública;08 - Primario;372;5000088;0;1449;0;1449-0;MANUEL IGNACIO MOLINA;GUAYMALLÉN;PEDRO MOLINA;80%;Urbano marginal;NORTE
Primario;Primario;Pública;18 - Primario;373;5000335;0;1450;0;1450-0;ANA MARÍA STEINDL;TUNUYÁN;EL ALGARROBO;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;56 - Primario;374;5001022;00;1451;0;1451-0;ALBERTO GINO MARIO GRECO;TUPUNGATO;SANTA CLARA;110%;Rural frontera;CENTRO-SUR
Primario;Primario;Pública;06 - Primario;375;5000427;0;1452;0;1452-0;JOAQUIN COSTA;LAVALLE;GUSTAVO ANDRE;110%;Rural;NORTE
Primario;Primario;Pública;01 - Primario;378;5000054;0;1455;0;1455-0;LIBERTADOR DE LOS ANDES;CAPITAL;4º SECCION;10%;Urbano;NORTE
Primario;Primario;Pública;12 - Primario;379;5000644;0;1456;0;1456-0;AGUSTÍN ÁLVAREZ;GODOY CRUZ;VILLA HIPODROMO;60%;Marginal;CENTRO
Primario;Primario;Pública;53 - Primario;380;5000905;00;1457;0;1457-0;LEOPOLDO ZULOAGA;MAIPÚ;GENERAL GUTIÉRREZ;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;48 - Primario;381;5001082;00;1458;0;1458-0;LEGADO PASCUAL IACCARINI;SAN RAFAEL;LAS PAREDES;80%;Rural marginal;SUR
Primario;Primario;Pública;08 - Primario;382;5000092;0;1459;0;1459-0;GUAYMARÉ (EX ALTE. BROWN);GUAYMALLÉN;BERMEJO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;19 - Primario;383;5000673;0;1460;0;1460-0;LIBERTAD;SAN CARLOS;PAREDITAS;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;01 - Primario;384;5000774;0;1461;0;1461-0;RICARDO ROJAS;CAPITAL;4º SECCION;10%;Urbano;NORTE
Primario;Primario;Pública;23 - Primario;385;5000561;0;1462;0;1462-0;MARCOS SASTRE;SAN MARTÍN;PALMIRA;60%;Urbano;ESTE
Primario;Primario;Pública;57 - Primario;386;5000884;00;1463;0;1463-0;JOSE MARTI;GUAYMALLÉN;DORREGO;10%;Urbano marginal;NORTE
Primario;Primario;Pública;49 - Primario;387;5001261;00;1464;0;1464-0;PROVINCIA DE SAN LUIS;GRAL. ALVEAR;BOWEN;110%;Rural;SUR
Primario;Primario;Pública;44 - Primario;388;5000978;00;1465;0;1465-0;DR. EDUARDO JENNER;SANTA ROSA;LA DORMIDA;110%;Rural;ESTE
Primario;Primario;Pública;20 - Primario;390;5000447;0;1467;0;1467-0;GUILLERMO MARCONI;TUPUNGATO;LA ARBOLEDA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;07 - Primario;391;5000082;0;1471;0;1471-0;TITO O. LACIAR;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
Primario;Primario;Pública;03 - Primario;392;5000873;0;1472;0;1472-0;SARGENTO CABRAL;LAS HERAS;LA CIENEGUITA;10%;Urbano;NORTE
Primario;Primario;Pública;01 - Primario;393;5000776;0;1473;0;1473-0;PIO XII;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano;NORTE
Primario;Primario;Pública;23 - Primario;394;5000519;0;1474;0;1474-0;REPÚBLICA DE ITALIA;SAN MARTÍN;SAN MARTÍN;80%;Marginal;ESTE
Primario;Primario;Pública;48 - Primario;395;5001096;00;1475;0;1475-0;AMADOR BURGOS;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
Primario;Primario;Pública;50 - Primario;396;5000174;00;1476;0;1476-0;MARÍA LUISA DUHAGON;LAS HERAS;PUENTE DEL INCA;110%;Rural frontera;NORTE
Primario;Primario;Pública;57 - Primario;398;5000622;00;1478;0;1478-0;HORTENSIA C.DE LEMOS;GUAYMALLÉN;SAN FRANCISCO DEL MONTE;60%;Urbano marginal;NORTE
Primario;Primario;Pública;47 - Primario;399;5000983;00;1479;0;1479-0;ANTONIO TORRES;TUNUYÁN;TUNUYÁN;80%;Urbano;CENTRO-SUR
Primario;Primario;Pública;21 - Primario;400;5000305;0;1480;0;1480-0;SEGUNDO CORREAS;JUNIN;MEDRANO;110%;Rural;ESTE
Primario;Primario;Pública;18 - Primario;401;5000333;0;1481;0;1481-0;MANUEL DE OLAZABAL;TUNUYÁN;LOS CHACAYES;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;07 - Primario;402;5000094;0;1482;0;1482-0;TOMÁS ALVA EDISON;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;Urbano;NORTE
Primario;Primario;Pública;27 - Primario;403;5000951;0;1483;0;1483-0;AMADEO JACQUES;RIVADAVIA;CAMPAMENTOS;80%;Rural;ESTE
Primario;Primario;Pública;49 - Primario;404;5000650;00;1484;0;1484-0;FCO.DE PAULA DE CASTAÑEDA;GRAL. ALVEAR;LA MORA;110%;Rural;SUR
Primario;Primario;Pública;12 - Primario;405;5001163;0;1485;0;1485-0;AVELINO MAURE;GODOY CRUZ;VILLA HIPODROMO;10%;Urbano;CENTRO
Primario;Primario;Pública;17 - Primario;406;5000218;0;1486;0;1486-0;JOSÉ LORENZO GUIRALDES;LUJÁN DE CUYO;UGARTECHE;110%;Rural;CENTRO
Primario;Primario;Pública;44 - Primario;407;5000977;00;1487;0;1487-0;SANTA ROSA DE LIMA;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
Primario;Primario;Pública;06 - Primario;408;5001009;0;1488;0;1488-0;JOSÉ FUCHS;LAVALLE;EL PLUMERO;110%;Rural;NORTE
Primario;Primario;Pública;44 - Primario;409;5000330;00;1489;0;1489-0;LEANDRO DELLA SANTA;SANTA ROSA;LAS CATITAS;80%;Urbano marginal;ESTE
Primario;Primario;Pública;22 - Primario;410;5001120;0;1490;0;1490-0;JOSÉ S. LEON AGUILERA;SAN MARTÍN;LAS CHIMBAS;110%;Rural;ESTE
Primario;Primario;Pública;14 - Primario;411;5000321;0;1491;0;1491-0;TERESA B. DE TITTARELLI;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural frontera;CENTRO
Primario;Primario;Pública;36 - Primario;412;5001195;00;1492;0;1492-0;DELIA EULIARTE DE SALONIA;GRAL. ALVEAR;GENERAL ALVEAR;80%;Urbano marginal;SUR
Primario;Primario;Pública;37 - Primario;413;5001069;00;1494;0;1494-0;GENDARME ARGENTINO;MALARGÜE;MALARGÜE;80%;Urbano marginal;SUR
Primario;Primario;Pública;06 - Primario;414;5000426;0;1495;0;1495-0;GRACIELA FERRER DE MORETTI;LAVALLE;EL CARMEN;110%;Rural;NORTE
Primario;Primario;Pública;25 - Primario;415;5000352;0;1496;0;1496-0;CARLOS GALIGNIANA SEGURA;SANTA ROSA;LA DORMIDA;80%;Rural;ESTE
Primario;Primario;Pública;46 - Primario;416;5001141;00;1498;0;1498-0;PROF.MANUEL ABEL DOMINGUEZ;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
Primario;Primario;Pública;03 - Primario;417;5000156;0;1499;0;1499-0;TTE. DE AV. MANUEL FÉLIX ORIGONE;LAS HERAS;LAS HERAS;60%;Urbano marginal;NORTE
Primario;Primario;Pública;22 - Primario;418;5001122;0;1500;0;1500-0;COMBATE DE PICHEUTA;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
Primario;Primario;Pública;47 - Primario;420;5000993;00;1502;0;1502-0;MARÍA I. ZARA DE GUIARD;TUNUYÁN;TUNUYÁN;80%;Urbano marginal;CENTRO-SUR
Primario;Primario;Pública;18 - Primario;421;5000339;0;1503;0;1503-0;RÍO TUNUYÁN;TUNUYÁN;LOS ARBOLES;110%;Rural frontera;CENTRO-SUR
Primario;Primario;Pública;36 - Primario;422;5001202;00;1504;0;1504-0;PEDRO CHRISTOPHERSEN;GRAL. ALVEAR;SAN PEDRO DEL ATUEL;80%;Rural;SUR
Primario;Primario;Pública;52 - Primario;423;5000655;00;1505;0;1505-0;MARÍA D. HENRIQUEZ DE BUSTOS;SAN RAFAEL;SAN RAFAEL - CIUDAD;110%;Urbano marginal;SUR
Primario;Primario;Pública;18 - Primario;424;5000971;0;1506;0;1506-0;AMERICA;TUNUYÁN;LAS PINTADAS;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;44 - Primario;425;5000975;00;1507;0;1507-0;MARTÍN GIL;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
Primario;Primario;Pública;49 - Primario;426;5001205;00;1508;0;1508-0;VALENTIN VISTUER GIL;GRAL. ALVEAR;BOWEN;80%;Marginal;SUR
Primario;Primario;Pública;50 - Primario;427;5000153;00;1509;0;1509-0;CADETES DE AERONÁUTICA;LAS HERAS;EL ZAPALLAR;40%;Urbano;NORTE
Primario;Primario;Pública;38 - Primario;428;5000231;00;1510;0;1510-0;GUSTAVO MARTÍNEZ ZUVIRÍA;LAS HERAS;EL PLUMERILLO;60%;Marginal;NORTE
Primario;Primario;Pública;06 - Primario;429;5000425;0;1512;0;1512-0;JOSÉ ANDRÉS DIAZ;LAVALLE;EL PARAMILLO;110%;Rural;NORTE
Primario;Primario;Pública;08 - Primario;430;5000086;0;1514;0;1514-0;BAUTISTA GROSSO;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
Primario;Primario;Pública;26 - Primario;431;5000377;0;1515;0;1515-0;LEONOR FERREYRA;RIVADAVIA;RIVADAVIA;80%;Urbano marginal;ESTE
Primario;Primario;Pública;22 - Primario;432;5000534;0;1516;0;1516-0;RESERVISTAS NAVALES;SAN MARTÍN;EL CENTRAL;110%;Rural;ESTE
Primario;Primario;Pública;17 - Primario;433;5000208;0;1517;0;1517-0;LUIS A. CONTRERAS;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural frontera;CENTRO
Primario;Primario;Pública;20 - Primario;434;5000450;0;1518;0;1518-0;DOMINGO LUCAS BOMBAL;TUPUNGATO;LA CARRERA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;05 - Primario;435;5000417;0;1519;0;1519-0;MARÍA CALI;LAVALLE;SAN FRANCISCO;110%;Rural;NORTE
Primario;Primario;Pública;09 - Primario;436;5000819;0;1520;0;1520-0;MARÍA  CELSA BASAURE DE MARTÍNEZ;GUAYMALLÉN;LAS CAÑAS;40%;Urbano marginal;NORTE
Primario;Primario;Pública;56 - Primario;437;5001024;00;1521;0;1521-0;HERMENEGILDO HIDALGO;TUPUNGATO;GUALTALLARY;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;24 - Primario;438;5000552;0;1522;0;1522-0;JUBAL POMPILIO BENAVIDES;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
Primario;Primario;Pública;25 - Primario;439;5000351;0;1524;0;1524-0;LUIS SEGUNDO CREMASCHI;SANTA ROSA;LA DORMIDA;110%;Rural;ESTE
Primario;Primario;Pública;05 - Primario;440;5000414;0;1525;0;1525-0;RAMON ROSALES;LAVALLE;OSCAR MENDOZA;110%;Rural;NORTE
Primario;Primario;Pública;28 - Primario;441;5000360;0;1526;0;1526-0;FERROCARRILES ARGENTINOS;LA PAZ;VILLA NUEVA DE LA PAZ;80%;Urbano marginal;ESTE
Primario;Primario;Pública;23 - Primario;442;5000515;0;1527;0;1527-0;BATALLA DE MAIPÚ;SAN MARTÍN;PALMIRA;40%;Urbano;ESTE
Primario;Primario;Pública;20 - Primario;443;5001031;0;1528;0;1528-0;DR. RICARDO PALMA;TUPUNGATO;LA CARRERA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;44 - Primario;444;5000340;0;1529;0;1529-0;ENRIQUE LARRETA;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
Primario;Primario;Pública;27 - Primario;445;5000376;0;1530;0;1530-0;AGUSTÍNA B.DE GRECO;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
Primario;Primario;Pública;33 - Primario;446;5000504;00;1531;0;1531-0;JUAN M DE PUEYRREDÓN;SAN RAFAEL;MONTE COMAN;110%;Urbano;SUR
Primario;Primario;Pública;33 - Primario;447;5000666;00;1532;0;1532-0;PROF PEDRO SABELLA;SAN RAFAEL;MONTE COMAN;110%;Rural;SUR
Primario;Primario;Pública;57 - Primario;448;5000887;00;1533;0;1533-0;PRÓCERES DE LA INDEPENDENCIA;GUAYMALLÉN;GENERAL BELGRANO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;56 - Primario;449;5000445;00;1534;0;1534-0;CMDTE. LUIS PIEDRABUENA;TUPUNGATO;CORDÓN DEL PLATA;110%;Rural marginal;CENTRO-SUR
Primario;Primario;Pública;22 - Primario;450;5000557;0;1535;0;1535-0;FACUNDO QUIROGA;SAN MARTÍN;CHAPANAY;110%;Rural;ESTE
Primario;Primario;Pública;19 - Primario;451;5000442;0;1536;0;1536-0;FUERTE SAN CARLOS;SAN CARLOS;EUGENIO BUSTOS;110%;Rural frontera;CENTRO-SUR
Primario;Primario;Pública;35 - Primario;452;5001190;00;1537;0;1537-0;JUAN XXIII;GRAL. ALVEAR;COLONIA ALVEAR OESTE;80%;Rural marginal;SUR
Primario;Primario;Pública;16 - Primario;453;5000933;0;1538;0;1538-0;FRAY FRANCISCO INALICAN;LUJÁN DE CUYO;MAYOR DRUMMOND;10%;Urbano;CENTRO
Primario;Primario;Pública;24 - Primario;454;5001118;0;1539;0;1539-0;DR. CARLOS W. LENCINAS;SAN MARTÍN;CHIVILCOY;110%;Rural;ESTE
Primario;Primario;Pública;45 - Primario;455;5000084;00;1540;0;1540-0;GRANADEROS DE SAN MARTIN;GUAYMALLÉN;RODEO DE LA CRUZ;80%;Urbano marginal;NORTE
Primario;Primario;Pública;08 - Primario;456;5000078;0;1542;0;1542-0;PEDRO MOLINA HENRIQUEZ;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
Primario;Primario;Pública;02 - Primario;457;5000028;0;1543;0;1543-0;JULIO CÉSAR RAFFO DE LA RETA;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Urbano marginal;NORTE
Primario;Primario;Pública;12 - Primario;458;5001181;0;1544;0;1544-0;DR. SEVERO GUTIÉRREZ DEL CASTILLO;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;26 - Primario;459;5000963;0;1545;0;1545-0;JOSÉ MIGUEL PEREZ;RIVADAVIA;COSTA ANZORENA;110%;Rural;ESTE
Primario;Primario;Pública;56 - Primario;460;5001020;00;1546;0;1546-0;JUAN GARCÍA DEL RÍO;TUPUNGATO;ZAMPALITO;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;01 - Primario;461;5000733;0;1547;0;1547-0;GRAL.CARLOS E. O'DONNELL;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Marginal;NORTE
Primario;Primario;Pública;27 - Primario;462;5000325;0;1549;0;1549-0;EUSEBIO BLANCO;RIVADAVIA;LA CENTRAL;80%;Rural;ESTE
Primario;Primario;Pública;11 - Primario;463;5000640;0;1550;0;1550-0;FRAGATA SARMIENTO;GODOY CRUZ;VILLA MARINI;60%;Urbano;CENTRO
Primario;Primario;Pública;09 - Primario;464;5000083;0;1551;0;1551-0;ANGEL VICENTE PEÑALOZA;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
Primario;Primario;Pública;12 - Primario;465;5000589;0;1552;0;1552-0;BANDERA ARGENTINA;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;48 - Primario;467;5000110;00;1554;0;1554-0;FAUSTO BURGOS;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
Primario;Primario;Pública;20 - Primario;468;5001030;0;1555;0;1555-0;LUCILA BARRIONUEVO DE BOMBAL;TUPUNGATO;LA CARRERA;110%;Rural frontera;CENTRO-SUR
Primario;Primario;Pública;08 - Primario;469;5000198;0;1556;0;1556-0;MIGUEL ANGEL RAMPONI;GUAYMALLÉN;GENERAL BELGRANO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;54 - Primario;470;5000008;00;1557;0;1557-0;CERRO DE LA GLORIA;CAPITAL;5º SECCION -  RESIDENCIAL SUR;80%;Marginal;NORTE
Primario;Primario;Pública;39 - Primario;471;5000280;00;1558;0;1558-0;RÍO BLANCO;LUJÁN DE CUYO;POTRERILLOS;110%;Rural frontera;CENTRO
Primario;Primario;Pública;38 - Primario;472;5000176;00;1559;0;1559-0;MANUEL COROMINOLA;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
Primario;Primario;Pública;56 - Primario;473;5000988;00;1560;0;1560-0;DR. ANTONIO J. SCARAVELLI;TUPUNGATO;ZAPATA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;40 - Primario;474;5000288;00;1562;0;1562-0;TARSILA ARIAS;JUNIN;PHILIPS;110%;Rural;ESTE
Primario;Primario;Pública;48 - Primario;475;5000113;00;1563;0;1563-0;EL ÁLAMO;SAN RAFAEL;25 DE MAYO;110%;Rural;SUR
Primario;Primario;Pública;56 - Primario;476;5001023;00;1564;0;1564-0;JUAN GONZÁLEZ OZO;TUPUNGATO;GUALTALLARY;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;02 - Primario;477;5000771;0;1565;0;1565-0;GRAL.PATROCINIO RECABARREN;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Urbano marginal;NORTE
Primario;Primario;Pública;03 - Primario;478;5000848;0;1566;0;1566-0;PATRICIOS;LAS HERAS;PANQUEHUA;60%;Urbano marginal;NORTE
Primario;Primario;Pública;29 - Primario;479;5001050;0;1567;0;1567-0;REPÚBLICA ARABE SIRIA;SAN RAFAEL;CIUDAD;10%;Urbano;SUR
Primario;Primario;Pública;52 - Primario;480;5001220;00;1568;0;1568-0;CONRADO ATENCIO;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Marginal;SUR
Primario;Primario;Pública;26 - Primario;481;5000401;0;1569;0;1569-0;MAESTRO ALDO COMEGLIO;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
Primario;Primario;Pública;17 - Primario;482;5000204;0;1570;0;1570-0;CNEL. MANUEL DORREGO;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural;CENTRO
Primario;Primario;Pública;07 - Primario;483;5000816;0;1571;0;1571-0;DR. FELIPE ARANA;GUAYMALLÉN;CAPILLA DEL ROSARIO;40%;Urbano marginal;NORTE
Primario;Primario;Pública;05 - Primario;484;5000403;0;1572;0;1572-0;HILARÍO CUADROS;LAVALLE;JOCOLÍ VIEJO;80%;Rural;NORTE
Primario;Primario;Pública;03 - Primario;485;5000186;0;1573;0;1573-0;BASILIA VELASCO DE ROBERT;LAS HERAS;EL CHALLAO;80%;Marginal;NORTE
Primario;Primario;Pública;03 - Primario;486;5000185;0;1574;0;1574-0;EMILIA M. DE ARMANINI;LAS HERAS;EL CHALLAO;60%;Urbano marginal;NORTE
Primario;Primario;Pública;09 - Primario;487;5000141;0;1575;0;1575-0;JUSTO S. LÓPEZ DE GOMARA;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
Primario;Primario;Pública;18 - Primario;488;5000338;0;1576;0;1576-0;GRAL.RUDESINDO ALVARADO;TUNUYÁN;LOS ARBOLES;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;56 - Primario;489;5000369;00;1577;0;1577-0;HUMBERTO BEGHIN;TUPUNGATO;LA ARBOLEDA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;17 - Primario;490;5000901;0;1578;0;1578-0;Ramón César Novero;LUJÁN DE CUYO;UGARTECHE;110%;Rural;CENTRO
Primario;Primario;Pública;11 - Primario;491;5000592;0;1579;0;1579-0;PETROLEROS ARGENTINOS;GODOY CRUZ;VILLA HIPODROMO;40%;Urbano marginal;CENTRO
Primario;Primario;Pública;12 - Primario;492;5000590;0;1580;0;1580-0;DR. CARLOS PADIN;GODOY CRUZ;VILLA HIPODROMO;80%;Marginal;CENTRO
Primario;Primario;Pública;22 - Primario;493;5000541;0;1581;0;1581-0;MARTÍN FIERRO;SAN MARTÍN;SAN MARTÍN;40%;Urbano;ESTE
Primario;Primario;Pública;02 - Primario;494;5000772;0;1582;0;1582-0;RÍO MENDOZA;LAS HERAS;EL CHALLAO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;28 - Primario;495;5000307;0;1583;0;1583-0;MARÍA ELVIRA ALCARAZ DE ALLEGRANZI;LA PAZ;LA MENTA;110%;Rural;ESTE
Primario;Primario;Pública;10 - Primario;497;5000619;0;1585;0;1585-0;1º DE FEBRERO;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;CENTRO
Primario;Primario;Pública;58 - Primario;498;5000105;00;1586;0;1586-0;JOSE CARTELLONE;GUAYMALLÉN;BERMEJO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;07 - Primario;499;5000087;0;1587;0;1587-0;BERTA GARCÍA MORALES;GUAYMALLÉN;GENERAL BELGRANO;40%;Urbano marginal;NORTE
Primario;Primario;Pública;14 - Primario;500;5000320;0;1588;0;1588-0;ESCUADRÓN DE INFANTERÍA MANUEL BELGRANO;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
Primario;Primario;Pública;44 - Primario;501;5000344;00;1590;0;1590-0;DR. SANTIAGO LUIS MAYORGA;SANTA ROSA;LAS CATITAS;110%;Rural;ESTE
Primario;Primario;Pública;24 - Primario;502;5000556;0;1591;0;1591-0;LUIS MARÍA DRAGO;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
Primario;Primario;Pública;05 - Primario;503;5000411;0;1592;0;1592-0;VIRGEN DE LA CANDELARIA;LAVALLE;VILLA TULUMAYA (CIUDAD);110%;Rural;NORTE
Primario;Primario;Pública;19 - Primario;504;5000124;0;1594;0;1594-0;FRANCISCO SORIANO;SAN CARLOS;SAN CARLOS;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;32 - Primario;505;5000481;00;1595;0;1595-0;PASO DE LOS ANDES;SAN RAFAEL;LA LLAVE;110%;Rural;SUR
Primario;Primario;Pública;48 - Primario;506;5000682;00;1596;0;1596-0;EMILIO CIVIT;SAN RAFAEL;EL CERRITO;110%;Rural;SUR
Primario;Primario;Pública;37 - Primario;507;5001247;00;1599;0;1599-0;TTE GRAL RUFINO ORTEGA;MALARGÜE;MALARGÜE;80%;Urbano;SUR
Primario;Primario;Pública;17 - Primario;508;5000212;0;1600;0;1600-0;FRAY CAYETANO RODRÍGUEZ;LUJÁN DE CUYO;AGRELO;110%;Rural;CENTRO
Primario;Primario;Pública;54 - Primario;509;5000734;00;1601;0;1601-0;DR. DIEGO PAROISSIEN;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano marginal;NORTE
Primario;Primario;Pública;14 - Primario;510;5000319;0;1602;0;1602-0;POLICÍA DE MENDOZA;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
Primario;Primario;Pública;03 - Primario;511;5000188;0;1603;0;1603-0;JORGE NEWBERY;LAS HERAS;EL CHALLAO;80%;Marginal;NORTE
Primario;Primario;Pública;19 - Primario;512;5001015;0;1605;0;1605-0;MATIAS ZAPIOLA;SAN CARLOS;SAN CARLOS;80%;Urbano;CENTRO-SUR
Primario;Primario;Pública;13 - Primario;513;5000220;0;1607;0;1607-0;RIELES ARGENTINOS;MAIPÚ;LUZURIAGA;10%;Urbano;CENTRO
Primario;Primario;Pública;03 - Primario;514;5000857;0;1608;0;1608-0;GRAL. BERNANDO O'HIGGINS;LAS HERAS;EL CHALLAO;10%;Urbano;NORTE
Primario;Primario;Pública;39 - Primario;515;5000911;00;1609;0;1609-0;PERITO FRANCISCO MORENO;LUJÁN DE CUYO;LUJÁN;10%;Urbano;CENTRO
Primario;Primario;Pública;04 - Primario;516;5000150;0;1610;0;1610-0;VALLE DE GUANTATA;LAS HERAS;EL ZAPALLAR;40%;Urbano;NORTE
Primario;Primario;Pública;13 - Primario;517;5000903;0;1611;0;1611-0;ANTÁRTIDA ARGENTINA;MAIPÚ;LUZURIAGA;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;06 - Primario;518;5000435;0;1612;0;1612-0;SAN MARTÍN DE PORRES;LAVALLE;LA ASUNCION;110%;Rural;NORTE
Primario;Primario;Pública;13 - Primario;519;5000918;0;1614;0;1614-0;JUAN GIOL;MAIPÚ;MAIPÚ;10%;Urbano;CENTRO
Primario;Primario;Pública;16 - Primario;520;5000262;0;1615;0;1615-0;PROVINCIAS DE CUYO;LUJÁN DE CUYO;CARRODILLA;40%;Urbano;CENTRO
Primario;Primario;Pública;35 - Primario;521;5001203;00;1616;0;1616-0;AMADO SAD;GRAL. ALVEAR;GENERAL ALVEAR;80%;Urbano marginal;SUR
Primario;Primario;Pública;11 - Primario;522;5000603;0;1617;0;1617-0;SAN GABRIEL;GODOY CRUZ;VILLA MARINI;80%;Urbano marginal;CENTRO
