Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
393;1473;PIO XII;Primario;Primario;Pública;01 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano;NORTE
394;1474;REPÚBLICA DE ITALIA;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;SAN MARTÍN;80%;Marginal;ESTE
395;1475;AMADOR BURGOS;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
396;1476;MARÍA LUISA DUHAGON;Primario;Primario;Pública;50 - Primario;LAS HERAS;PUENTE DEL INCA;110%;Rural frontera;NORTE
398;1478;HORTENSIA C.DE LEMOS;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;SAN FRANCISCO DEL MONTE;60%;Urbano marginal;NORTE
399;1479;ANTONIO TORRES;Primario;Primario;Pública;47 - Primario;TUNUYÁN;TUNUYÁN;80%;Urbano;CENTRO-SUR
400;1480;SEGUNDO CORREAS;Primario;Primario;Pública;21 - Primario;JUNIN;MEDRANO;110%;Rural;ESTE
401;1481;MANUEL DE OLAZABAL;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LOS CHACAYES;110%;Rural;CENTRO-SUR
402;1482;TOMÁS ALVA EDISON;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;Urbano;NORTE
403;1483;AMADEO JACQUES;Primario;Primario;Pública;27 - Primario;RIVADAVIA;CAMPAMENTOS;80%;Rural;ESTE
404;1484;FCO.DE PAULA DE CASTAÑEDA;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;LA MORA;110%;Rural;SUR
405;1485;AVELINO MAURE;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;VILLA HIPODROMO;10%;Urbano;CENTRO
406;1486;JOSÉ LORENZO GUIRALDES;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;UGARTECHE;110%;Rural;CENTRO
407;1487;SANTA ROSA DE LIMA;Primario;Primario;Pública;44 - Primario;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
408;1488;JOSÉ FUCHS;Primario;Primario;Pública;06 - Primario;LAVALLE;EL PLUMERO;110%;Rural;NORTE
409;1489;LEANDRO DELLA SANTA;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LAS CATITAS;80%;Urbano marginal;ESTE
410;1490;JOSÉ S. LEON AGUILERA;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;LAS CHIMBAS;110%;Rural;ESTE
411;1491;TERESA B. DE TITTARELLI;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural frontera;CENTRO
412;1492;DELIA EULIARTE DE SALONIA;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;80%;Urbano marginal;SUR
413;1494;GENDARME ARGENTINO;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano marginal;SUR
414;1495;GRACIELA FERRER DE MORETTI;Primario;Primario;Pública;06 - Primario;LAVALLE;EL CARMEN;110%;Rural;NORTE
415;1496;CARLOS GALIGNIANA SEGURA;Primario;Primario;Pública;25 - Primario;SANTA ROSA;LA DORMIDA;80%;Rural;ESTE
416;1498;PROF.MANUEL ABEL DOMINGUEZ;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
417;1499;TTE. DE AV. MANUEL FÉLIX ORIGONE;Primario;Primario;Pública;03 - Primario;LAS HERAS;LAS HERAS;60%;Urbano marginal;NORTE
418;1500;COMBATE DE PICHEUTA;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
420;1502;MARÍA I. ZARA DE GUIARD;Primario;Primario;Pública;47 - Primario;TUNUYÁN;TUNUYÁN;80%;Urbano marginal;CENTRO-SUR
421;1503;RÍO TUNUYÁN;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LOS ARBOLES;110%;Rural frontera;CENTRO-SUR
422;1504;PEDRO CHRISTOPHERSEN;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;SAN PEDRO DEL ATUEL;80%;Rural;SUR
423;1505;MARÍA D. HENRIQUEZ DE BUSTOS;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;110%;Urbano marginal;SUR
424;1506;AMERICA;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LAS PINTADAS;110%;Rural;CENTRO-SUR
425;1507;MARTÍN GIL;Primario;Primario;Pública;44 - Primario;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
426;1508;VALENTIN VISTUER GIL;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;BOWEN;80%;Marginal;SUR
427;1509;CADETES DE AERONÁUTICA;Primario;Primario;Pública;50 - Primario;LAS HERAS;EL ZAPALLAR;40%;Urbano;NORTE
428;1510;GUSTAVO MARTÍNEZ ZUVIRÍA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Marginal;NORTE
429;1512;JOSÉ ANDRÉS DIAZ;Primario;Primario;Pública;06 - Primario;LAVALLE;EL PARAMILLO;110%;Rural;NORTE
430;1514;BAUTISTA GROSSO;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
431;1515;LEONOR FERREYRA;Primario;Primario;Pública;26 - Primario;RIVADAVIA;RIVADAVIA;80%;Urbano marginal;ESTE
432;1516;RESERVISTAS NAVALES;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;EL CENTRAL;110%;Rural;ESTE
433;1517;LUIS A. CONTRERAS;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural frontera;CENTRO
434;1518;DOMINGO LUCAS BOMBAL;Primario;Primario;Pública;20 - Primario;TUPUNGATO;LA CARRERA;110%;Rural;CENTRO-SUR
435;1519;MARÍA CALI;Primario;Primario;Pública;05 - Primario;LAVALLE;SAN FRANCISCO;110%;Rural;NORTE
436;1520;MARÍA  CELSA BASAURE DE MARTÍNEZ;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;LAS CAÑAS;40%;Urbano marginal;NORTE
437;1521;HERMENEGILDO HIDALGO;Primario;Primario;Pública;56 - Primario;TUPUNGATO;GUALTALLARY;110%;Rural;CENTRO-SUR
438;1522;JUBAL POMPILIO BENAVIDES;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
439;1524;LUIS SEGUNDO CREMASCHI;Primario;Primario;Pública;25 - Primario;SANTA ROSA;LA DORMIDA;110%;Rural;ESTE
440;1525;RAMON ROSALES;Primario;Primario;Pública;05 - Primario;LAVALLE;OSCAR MENDOZA;110%;Rural;NORTE
441;1526;FERROCARRILES ARGENTINOS;Primario;Primario;Pública;28 - Primario;LA PAZ;VILLA NUEVA DE LA PAZ;80%;Urbano marginal;ESTE
442;1527;BATALLA DE MAIPÚ;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;40%;Urbano;ESTE
443;1528;DR. RICARDO PALMA;Primario;Primario;Pública;20 - Primario;TUPUNGATO;LA CARRERA;110%;Rural;CENTRO-SUR
444;1529;ENRIQUE LARRETA;Primario;Primario;Pública;44 - Primario;SANTA ROSA;12 DE OCTUBRE;110%;Rural;ESTE
445;1530;AGUSTÍNA B.DE GRECO;Primario;Primario;Pública;27 - Primario;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
446;1531;JUAN M DE PUEYRREDÓN;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;MONTE COMAN;110%;Urbano;SUR
447;1532;PROF PEDRO SABELLA;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;MONTE COMAN;110%;Rural;SUR
448;1533;PRÓCERES DE LA INDEPENDENCIA;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;GENERAL BELGRANO;80%;Urbano marginal;NORTE
449;1534;CMDTE. LUIS PIEDRABUENA;Primario;Primario;Pública;56 - Primario;TUPUNGATO;CORDÓN DEL PLATA;110%;Rural marginal;CENTRO-SUR
450;1535;FACUNDO QUIROGA;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;CHAPANAY;110%;Rural;ESTE
451;1536;FUERTE SAN CARLOS;Primario;Primario;Pública;19 - Primario;SAN CARLOS;EUGENIO BUSTOS;110%;Rural frontera;CENTRO-SUR
452;1537;JUAN XXIII;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;COLONIA ALVEAR OESTE;80%;Rural marginal;SUR
453;1538;FRAY FRANCISCO INALICAN;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;MAYOR DRUMMOND;10%;Urbano;CENTRO
454;1539;DR. CARLOS W. LENCINAS;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;CHIVILCOY;110%;Rural;ESTE
455;1540;GRANADEROS DE SAN MARTIN;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;RODEO DE LA CRUZ;80%;Urbano marginal;NORTE
456;1542;PEDRO MOLINA HENRIQUEZ;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
457;1543;JULIO CÉSAR RAFFO DE LA RETA;Primario;Primario;Pública;02 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Urbano marginal;NORTE
458;1544;DR. SEVERO GUTIÉRREZ DEL CASTILLO;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
459;1545;JOSÉ MIGUEL PEREZ;Primario;Primario;Pública;26 - Primario;RIVADAVIA;COSTA ANZORENA;110%;Rural;ESTE
460;1546;JUAN GARCÍA DEL RÍO;Primario;Primario;Pública;56 - Primario;TUPUNGATO;ZAMPALITO;110%;Rural;CENTRO-SUR
461;1547;GRAL.CARLOS E. O'DONNELL;Primario;Primario;Pública;01 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Marginal;NORTE
462;1549;EUSEBIO BLANCO;Primario;Primario;Pública;27 - Primario;RIVADAVIA;LA CENTRAL;80%;Rural;ESTE
463;1550;FRAGATA SARMIENTO;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;VILLA MARINI;60%;Urbano;CENTRO
464;1551;ANGEL VICENTE PEÑALOZA;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
465;1552;BANDERA ARGENTINA;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;CENTRO
467;1554;FAUSTO BURGOS;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
468;1555;LUCILA BARRIONUEVO DE BOMBAL;Primario;Primario;Pública;20 - Primario;TUPUNGATO;LA CARRERA;110%;Rural frontera;CENTRO-SUR
469;1556;MIGUEL ANGEL RAMPONI;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;GENERAL BELGRANO;80%;Urbano marginal;NORTE
470;1557;CERRO DE LA GLORIA;Primario;Primario;Pública;54 - Primario;CAPITAL;5º SECCION -  RESIDENCIAL SUR;80%;Marginal;NORTE
471;1558;RÍO BLANCO;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;POTRERILLOS;110%;Rural frontera;CENTRO
472;1559;MANUEL COROMINOLA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
473;1560;DR. ANTONIO J. SCARAVELLI;Primario;Primario;Pública;56 - Primario;TUPUNGATO;ZAPATA;110%;Rural;CENTRO-SUR
474;1562;TARSILA ARIAS;Primario;Primario;Pública;40 - Primario;JUNIN;PHILIPS;110%;Rural;ESTE
475;1563;EL ÁLAMO;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;25 DE MAYO;110%;Rural;SUR
476;1564;JUAN GONZÁLEZ OZO;Primario;Primario;Pública;56 - Primario;TUPUNGATO;GUALTALLARY;110%;Rural;CENTRO-SUR
477;1565;GRAL.PATROCINIO RECABARREN;Primario;Primario;Pública;02 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;80%;Urbano marginal;NORTE
478;1566;PATRICIOS;Primario;Primario;Pública;03 - Primario;LAS HERAS;PANQUEHUA;60%;Urbano marginal;NORTE
479;1567;REPÚBLICA ARABE SIRIA;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;CIUDAD;10%;Urbano;SUR
480;1568;CONRADO ATENCIO;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Marginal;SUR
481;1569;MAESTRO ALDO COMEGLIO;Primario;Primario;Pública;26 - Primario;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
482;1570;CNEL. MANUEL DORREGO;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural;CENTRO
483;1571;DR. FELIPE ARANA;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;CAPILLA DEL ROSARIO;40%;Urbano marginal;NORTE
484;1572;HILARÍO CUADROS;Primario;Primario;Pública;05 - Primario;LAVALLE;JOCOLÍ VIEJO;80%;Rural;NORTE
485;1573;BASILIA VELASCO DE ROBERT;Primario;Primario;Pública;03 - Primario;LAS HERAS;EL CHALLAO;80%;Marginal;NORTE
486;1574;EMILIA M. DE ARMANINI;Primario;Primario;Pública;03 - Primario;LAS HERAS;EL CHALLAO;60%;Urbano marginal;NORTE
487;1575;JUSTO S. LÓPEZ DE GOMARA;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
488;1576;GRAL.RUDESINDO ALVARADO;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LOS ARBOLES;110%;Rural;CENTRO-SUR
489;1577;HUMBERTO BEGHIN;Primario;Primario;Pública;56 - Primario;TUPUNGATO;LA ARBOLEDA;110%;Rural;CENTRO-SUR
490;1578;Ramón César Novero;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;UGARTECHE;110%;Rural;CENTRO
491;1579;PETROLEROS ARGENTINOS;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;VILLA HIPODROMO;40%;Urbano marginal;CENTRO
492;1580;DR. CARLOS PADIN;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;VILLA HIPODROMO;80%;Marginal;CENTRO
493;1581;MARTÍN FIERRO;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;SAN MARTÍN;40%;Urbano;ESTE
494;1582;RÍO MENDOZA;Primario;Primario;Pública;02 - Primario;LAS HERAS;EL CHALLAO;80%;Urbano marginal;NORTE
495;1583;MARÍA ELVIRA ALCARAZ DE ALLEGRANZI;Primario;Primario;Pública;28 - Primario;LA PAZ;LA MENTA;110%;Rural;ESTE
497;1585;1º DE FEBRERO;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;CENTRO
498;1586;JOSE CARTELLONE;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;BERMEJO;80%;Urbano marginal;NORTE
499;1587;BERTA GARCÍA MORALES;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;GENERAL BELGRANO;40%;Urbano marginal;NORTE
500;1588;ESCUADRÓN DE INFANTERÍA MANUEL BELGRANO;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
501;1590;DR. SANTIAGO LUIS MAYORGA;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LAS CATITAS;110%;Rural;ESTE
502;1591;LUIS MARÍA DRAGO;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
503;1592;VIRGEN DE LA CANDELARIA;Primario;Primario;Pública;05 - Primario;LAVALLE;VILLA TULUMAYA (CIUDAD);110%;Rural;NORTE
504;1594;FRANCISCO SORIANO;Primario;Primario;Pública;19 - Primario;SAN CARLOS;SAN CARLOS;110%;Rural;CENTRO-SUR
505;1595;PASO DE LOS ANDES;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;LA LLAVE;110%;Rural;SUR
506;1596;EMILIO CIVIT;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;EL CERRITO;110%;Rural;SUR
507;1599;TTE GRAL RUFINO ORTEGA;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano;SUR
508;1600;FRAY CAYETANO RODRÍGUEZ;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;AGRELO;110%;Rural;CENTRO
509;1601;DR. DIEGO PAROISSIEN;Primario;Primario;Pública;54 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano marginal;NORTE
510;1602;POLICÍA DE MENDOZA;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
511;1603;JORGE NEWBERY;Primario;Primario;Pública;03 - Primario;LAS HERAS;EL CHALLAO;80%;Marginal;NORTE
512;1605;MATIAS ZAPIOLA;Primario;Primario;Pública;19 - Primario;SAN CARLOS;SAN CARLOS;80%;Urbano;CENTRO-SUR
513;1607;RIELES ARGENTINOS;Primario;Primario;Pública;13 - Primario;MAIPÚ;LUZURIAGA;10%;Urbano;CENTRO
514;1608;GRAL. BERNANDO O'HIGGINS;Primario;Primario;Pública;03 - Primario;LAS HERAS;EL CHALLAO;10%;Urbano;NORTE
515;1609;PERITO FRANCISCO MORENO;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;LUJÁN;10%;Urbano;CENTRO
516;1610;VALLE DE GUANTATA;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ZAPALLAR;40%;Urbano;NORTE
517;1611;ANTÁRTIDA ARGENTINA;Primario;Primario;Pública;13 - Primario;MAIPÚ;LUZURIAGA;60%;Urbano marginal;CENTRO
518;1612;SAN MARTÍN DE PORRES;Primario;Primario;Pública;06 - Primario;LAVALLE;LA ASUNCION;110%;Rural;NORTE
519;1614;JUAN GIOL;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;10%;Urbano;CENTRO
520;1615;PROVINCIAS DE CUYO;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;CARRODILLA;40%;Urbano;CENTRO
521;1616;AMADO SAD;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;80%;Urbano marginal;SUR
522;1617;SAN GABRIEL;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;VILLA MARINI;80%;Urbano marginal;CENTRO
523;1618;GRAL MANUEL NICOLÁS SAVIO;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano;SUR
524;1619;LIB. GRAL. JOSÉ DE SAN MARTÍN;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;SUR
525;1620;CORONEL PEDRO REGALADO DE LA PLAZA;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;60%;Urbano marginal;CENTRO
526;1621;GRAL JULIO A ROCA;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;SUR
527;1622;PADRE PEDRO ARCE;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
528;1623;MANUEL PACÍFICO ANTEQUEDA;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;VILLA HIPODROMO;10%;Urbano;CENTRO
529;1624;FRAY LUIS BELTRÁN;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;SAN FRANCISCO DEL MONTE;40%;Urbano;CENTRO
531;1626;GILBERTO SUAREZ LAGO;Primario;Primario;Pública;13 - Primario;MAIPÚ;LUZURIAGA;60%;Urbano marginal;CENTRO
533;1628;LEONARDO DA VINCI;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
534;1629;CARLOS PELLEGRINI;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
535;1630;FERNANDO FADER;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
536;1631;PROVINCIA DE LA PAMPA;Primario;Primario;Pública;15 - Primario;MAIPÚ;COQUIMBITO;80%;Marginal;CENTRO
537;1632;MAESTRO ALBERTO DERANI;Primario;Primario;Pública;47 - Primario;TUNUYÁN;TUNUYÁN;80%;Urbano marginal;CENTRO-SUR
538;1633;CAPITÁN DE FRAGATA PEDRO E. GIACHINO;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;VILLA NUEVA;10%;Marginal;NORTE
539;1634;ISLA SOLEDAD;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;ANCHORIS;110%;Rural;CENTRO
540;1635;DR. RODOLFO COROMINAS SEGURA;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;40%;Urbano;CENTRO
541;1636;DR. LEOPOLDO SUÁREZ;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
542;1637;ESCULTOR JUAN MANUEL FERRARI;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
543;1639;UNIDAD LATINOAMERICANA;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;Urbano marginal;NORTE
544;1640;REYES CATOLICOS;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;GOBERNADOR BENEGAS;10%;Urbano;CENTRO
545;1641;JUAN DE CORIA BOHORQUEZ;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GOBERNADOR BENEGAS;40%;Urbano;CENTRO
546;1642;EL REMANSO;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural;CENTRO
548;1645;DEMOCRACIA;Primario;Primario;Pública;53 - Primario;MAIPÚ;GENERAL GUTIÉRREZ;60%;Marginal;CENTRO
549;1646;PROFESOR DIONISIO CHACA;Primario;Primario;Pública;56 - Primario;TUPUNGATO;TUPUNGATO;60%;Urbano;CENTRO-SUR
550;1648;DR. SEGUNDO LLAVER;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
552;1650;LEY 1420;Primario;Primario;Pública;03 - Primario;LAS HERAS;PANQUEHUA;60%;Urbano marginal;NORTE
553;1651;MAESTRA MARÍA SOTTILE;Primario;Primario;Pública;44 - Primario;SANTA ROSA;SANTA ROSA;110%;Rural;ESTE
554;1652;JULIO QUINTANILLA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;60%;Urbano marginal;NORTE
555;1653;OTILIA PALMIERI DE CAHIZA;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;SAN MARTÍN;80%;Marginal;ESTE
556;1654;PRESIDENTE ARTURO ILLIA;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
557;1656;MARTINA CHAPANAY;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
558;1657;INDIA MAGDALENA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;60%;Urbano marginal;NORTE
559;1658;TROPERO SOSA;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Marginal;CENTRO
560;1661;PRESIDENTE JUAN DOMINGO PERÓN;Primario;Primario;Pública;05 - Primario;LAVALLE;VILLA TULUMAYA (CIUDAD);80%;Urbano marginal;NORTE
561;1662;DR. CARLOS M. BIEDMA;Primario;Primario;Pública;15 - Primario;MAIPÚ;COQUIMBITO;60%;Urbano marginal;CENTRO
562;1663;DOCENTES JUBILADOS DEL ESTE;Primario;Primario;Pública;21 - Primario;JUNIN;JUNIN;80%;Urbano marginal;ESTE
563;1664;CRUZADA LIBERTADORA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Marginal;NORTE
564;1665;PADRE JUAN PASTOR;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;LAS CAÑAS;10%;Urbano marginal;NORTE
565;1666;BATALLA DEL PILAR;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;CENTRO
566;1667;TIERRA DE HUARPES;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;BUENA NUEVA;80%;Urbano marginal;NORTE
567;1668;MAESTRO LUIS EMILIO LEON;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano;SUR
568;1669;AQUILES WILSON MAZZIOTTI;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
569;1670;Ramón Fernández Lettry;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;CARRODILLA;80%;Urbano marginal;CENTRO
570;1671;DR. OSCAR IGNACIO AGÜERO;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;CARRODILLA;40%;Urbano marginal;CENTRO
571;1672;RENATO DELLA SANTA;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
572;1673;MAESTRO DOMINGO GUEVARA;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
573;1674;PROF. GERÓNIMO SOSA;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;80%;Marginal;CENTRO
574;1675;SAN FRANCISCO DE ASIS;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;60%;Urbano marginal;CENTRO
575;1676;MAESTRO ARTURO PRÓSPERO YACIOFANO;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ALGARROBAL;80%;Urbano marginal;NORTE
576;1677;CRISTO DE LA FRONTERA;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ZAPALLAR;60%;Urbano marginal;NORTE
577;1678;AGUA DE LAS AVISPAS;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;CACHEUTA;110%;Rural;CENTRO
578;1679;MAESTRO ALFONSO GARCÍA LEPEZ;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;SAN MARTÍN;60%;Urbano marginal;ESTE
579;1680;CELINA RAMONA ÁLVAREZ;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;60%;Urbano marginal;CENTRO
580;1681;JOSÉ RANCO;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano marginal;SUR
581;1682;HÉROES DE MALVINAS;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
582;1683;CONRADO GONZÁLEZ FELTRUP;Primario;Primario;Pública;03 - Primario;LAS HERAS;EL CHALLAO;40%;Urbano marginal;NORTE
583;1684;MTRO. SATURNINO SOSA;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;80%;Urbano;CENTRO-SUR
584;1686;PASCUAL LAURIENTE;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;RODEO DE LA CRUZ;80%;Urbano marginal;NORTE
585;1687;PIONEROS ALVEARENSES;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano;SUR
